classe,fpr,tpr,thresholds
Verde,0.014860681114551083,0.8881612090680101,0.866
Verde,0.014860681114551083,0.890176322418136,0.864
Verde,0.014860681114551083,0.891183879093199,0.862
Verde,0.014860681114551083,0.8916876574307305,0.86
Verde,0.014860681114551083,0.8931989924433249,0.858
Verde,0.01609907120743034,0.8947103274559194,0.856
Verde,0.01609907120743034,0.8967254408060453,0.852
Verde,0.01609907120743034,0.8992443324937027,0.85
Verde,0.01609907120743034,0.9007556675062972,0.848
Verde,0.01609907120743034,0.9017632241813602,0.846
Verde,0.01609907120743034,0.9022670025188917,0.842
Verde,0.01671826625386997,0.9037783375314862,0.838
Verde,0.01671826625386997,0.9047858942065491,0.834
Verde,0.01671826625386997,0.9062972292191436,0.832
Verde,0.01671826625386997,0.9083123425692695,0.828
Verde,0.01671826625386997,0.908816120906801,0.826
Verde,0.0173374613003096,0.909823677581864,0.824
Verde,0.0173374613003096,0.9113350125944585,0.818
Verde,0.0173374613003096,0.9123425692695214,0.816
Verde,0.0173374613003096,0.9138539042821159,0.812
Verde,0.0173374613003096,0.9148614609571788,0.81
Verde,0.0173374613003096,0.9163727959697733,0.808
Verde,0.0173374613003096,0.9173803526448363,0.806
Verde,0.018575851393188854,0.9173803526448363,0.802
Verde,0.018575851393188854,0.9178841309823678,0.8
Verde,0.018575851393188854,0.9198992443324937,0.796
Verde,0.018575851393188854,0.9204030226700252,0.794
Verde,0.018575851393188854,0.9224181360201511,0.792
Verde,0.018575851393188854,0.9239294710327456,0.79
Verde,0.019195046439628483,0.9239294710327456,0.788
Verde,0.019195046439628483,0.9249370277078086,0.786
Verde,0.019814241486068113,0.9254408060453401,0.784
Verde,0.02043343653250774,0.9269521410579346,0.782
Verde,0.02043343653250774,0.927455919395466,0.78
Verde,0.02043343653250774,0.9289672544080605,0.778
Verde,0.02043343653250774,0.9299748110831234,0.776
Verde,0.021052631578947368,0.9314861460957179,0.774
Verde,0.021671826625386997,0.9314861460957179,0.772
Verde,0.021671826625386997,0.9319899244332494,0.77
Verde,0.022291021671826627,0.9319899244332494,0.768
Verde,0.022291021671826627,0.9324937027707808,0.764
Verde,0.022291021671826627,0.9345088161209067,0.76
Verde,0.022291021671826627,0.9355163727959698,0.756
Verde,0.022291021671826627,0.9365239294710328,0.752
Verde,0.022910216718266253,0.9365239294710328,0.75
Verde,0.023529411764705882,0.9375314861460957,0.748
Verde,0.023529411764705882,0.9380352644836272,0.744
Verde,0.023529411764705882,0.9395465994962217,0.742
Verde,0.02476780185758514,0.9405541561712847,0.736
Verde,0.02476780185758514,0.9415617128463476,0.732
Verde,0.02476780185758514,0.9430730478589421,0.728
Verde,0.02476780185758514,0.944080604534005,0.726
Verde,0.02476780185758514,0.9455919395465995,0.724
Verde,0.025386996904024767,0.9460957178841309,0.722
Verde,0.025386996904024767,0.947103274559194,0.718
Verde,0.025386996904024767,0.9481108312342569,0.716
Verde,0.025386996904024767,0.9486146095717884,0.712
Verde,0.026006191950464396,0.9496221662468514,0.71
Verde,0.026006191950464396,0.9511335012594458,0.702
Verde,0.02786377708978328,0.9511335012594458,0.694
Verde,0.02786377708978328,0.9516372795969773,0.692
Verde,0.02786377708978328,0.9536523929471032,0.68
Verde,0.02786377708978328,0.9546599496221663,0.676
Verde,0.02786377708978328,0.9556675062972292,0.674
Verde,0.02786377708978328,0.9571788413098237,0.67
Verde,0.02786377708978328,0.9581863979848867,0.662
Verde,0.02786377708978328,0.9591939546599496,0.658
Verde,0.02848297213622291,0.9596977329974811,0.656
Verde,0.02848297213622291,0.9612090680100756,0.646
Verde,0.02848297213622291,0.9622166246851386,0.644
Verde,0.02848297213622291,0.96272040302267,0.642
Verde,0.02848297213622291,0.963727959697733,0.64
